mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion,filename
-328.8139,96.17643,4.6364446,32.306602,-3.1513143,-2.1898983,-23.18237,0.20886667,-12.283017,-25.043087,-14.337945,-9.143324,-13.280049,sadness,s17 (1).wav
-271.6935,106.03324,-11.699743,26.223553,-20.311707,13.914337,-15.650495,-3.349094,-9.685838,-24.56515,-18.126299,-16.81495,-17.315344,fear,f01 (2).wav
-341.84793,81.56426,-29.327522,18.79903,-6.8272038,-12.950978,-10.438657,6.854991,-7.02757,-11.784868,-7.05668,-6.020268,-11.860483,anger,a04 (5).wav
-239.06717,110.908844,-21.366386,18.620375,11.340426,10.07832,-21.196873,-1.2360171,-2.1392772,-10.145069,-6.6873717,-1.1896828,-10.57007,happiness,h14 (5).wav
-281.8888,86.61747,-71.66293,-12.779108,-36.87869,-12.938876,-37.906532,-14.892734,-16.270226,-17.91947,-19.784927,-10.664228,-13.591593,anger,a20 (2).wav
-329.06982,90.28069,-46.555782,13.119591,-8.049052,-13.1760645,-17.854134,3.1558726,-6.4202514,-14.401636,-7.945627,-4.953603,-11.0972595,anger,a15 (5).wav
-314.57092,89.92109,-47.871544,-3.6337178,-11.6372385,-8.972035,-29.38765,-9.173536,-20.134491,-20.834785,-17.779884,-7.354581,-18.382019,happiness,h01 (5).wav
-313.19867,87.020485,-42.058548,25.119408,-21.823719,-0.63010776,-14.000986,-18.99967,-12.698951,-17.922974,-25.271334,-16.51723,-17.20485,disgust,d15 (4).wav
-324.4128,93.86938,-42.19639,5.973625,-20.518826,-9.263499,-39.395737,-9.802618,-5.9847283,-30.778194,-18.97133,-15.297998,-24.536594,anger,a04 (1).wav
-319.07428,86.5557,-22.809776,12.893632,-3.312446,0.19765319,-20.369766,-8.054517,-17.653412,-19.649721,-13.279685,-3.1420205,-12.077064,happiness,h03 (1).wav
-283.79315,85.64336,-45.399963,3.4566038,-18.673426,-7.228474,-29.828651,-9.244004,-21.9202,-27.922987,-19.05169,-16.85295,-22.066006,fear,f14 (2).wav
-317.39026,65.56063,-30.875742,38.008274,-11.923267,-6.101161,-22.635122,-17.566723,-9.971696,-14.922401,-24.65883,-16.504019,-17.537508,disgust,d04 (4).wav
-351.64023,66.92973,-2.9469209,14.6124,5.6678357,16.109509,-17.995695,0.13104457,3.180976,-7.5447397,-7.6888433,4.71432,-4.1622763,fear,f08 (6).wav
-309.25134,123.01889,3.9177501,25.146576,-16.582653,14.773464,-4.3247037,-1.2357564,0.48851675,-6.219419,-10.46945,-11.026735,-8.31896,fear,f06 (3).wav
-299.89447,124.76844,-30.528631,53.207264,-0.11335884,-3.0401824,-14.126338,0.95287454,-2.0839283,-29.865763,-6.5751266,-13.643202,-17.113798,sadness,s11 (1).wav
-352.83328,87.189575,-4.977742,21.954952,8.6780615,18.179033,-13.085876,1.7628231,1.1803299,-6.7022824,-7.3477416,2.8098102,-4.7050147,fear,f20 (6).wav
-269.90408,80.440674,-22.850208,28.25551,-17.55783,7.4461546,-26.601192,-14.173769,-12.201143,-24.419256,-22.71734,-16.72052,-21.285204,fear,f02 (2).wav
-281.4706,71.19684,-23.619894,33.71849,-9.537646,20.565393,-15.639453,-16.879587,-13.505952,-20.230558,-17.435333,-17.446783,-11.212353,fear,f08 (4).wav
-444.2387,72.89021,7.7932277,18.577044,16.841557,18.975521,-5.1614466,9.753694,8.466901,-1.8006767,1.798776,5.6259856,3.5320373,sadness,s08 (6).wav
-301.08716,73.93673,-53.893192,10.792205,-10.695723,3.4352212,-14.6306305,-8.177042,-5.751487,-15.683749,-10.355255,2.0811498,-4.8449416,happiness,h07 (5).wav
-300.69244,103.032394,-29.993895,10.593181,-12.834635,0.6767111,-28.100098,-18.657236,-18.898695,-24.08446,-18.953024,-12.912995,-14.636574,disgust,d08 (2).wav
-422.965,69.81152,-1.4420531,9.321107,11.201072,18.016703,-13.034929,1.1030141,5.3762035,-2.7477486,-5.240605,4.3046446,-2.4203296,anger,a09 (6).wav
-287.188,94.80443,-13.599025,16.39726,-16.811733,-2.3063939,-23.883976,0.20361464,-11.834741,-20.937464,-16.380672,-12.204068,-17.126402,sadness,s03 (2).wav
-269.80646,86.82633,-33.89526,24.986542,-23.796366,8.912299,-22.95303,-8.872849,-14.404789,-12.032945,-18.079622,-5.5683746,-14.096167,anger,a08 (4).wav
-327.44458,105.7595,-13.242051,23.043728,-12.470678,4.388588,-19.609858,-19.156698,-7.3992496,-12.301371,-15.377324,-9.913687,-11.868925,anger,a16 (3).wav
-306.52338,95.555954,-39.976524,12.332977,-10.68848,-4.817526,-30.02941,-3.7719576,-17.34248,-20.111517,-14.815845,-10.436329,-12.978778,fear,f04 (5).wav
-396.47162,56.10565,-4.406144,9.8695755,4.9244065,8.245229,-10.8748865,5.5022726,5.2839246,-2.3151157,-4.776342,2.8015318,-1.5650872,anger,a18 (6).wav
-319.87112,109.46114,-10.601435,-3.4911418,-28.752512,-2.9123607,-27.69174,-8.16327,-8.969365,-22.80839,-22.16806,-13.204841,-16.011105,fear,f06 (1).wav
-452.1758,79.33728,22.644314,21.961536,17.340376,17.73476,0.2805748,10.780431,6.6619167,-1.8719038,1.857441,5.1471643,2.471769,sadness,s20 (6).wav
-292.01364,123.483086,-20.334734,26.666203,-10.525486,-0.04705151,-13.944282,-2.9346206,-11.330623,-25.273045,-17.717968,-10.570016,-17.451563,sadness,s01 (2).wav
-416.3443,58.9372,3.4778993,8.276432,0.42726582,10.230029,-12.253047,3.608695,3.5493207,-4.8811016,-5.92066,3.4666104,-0.9801448,happiness,h13 (6).wav
-308.16968,87.11599,-53.62145,-1.1927223,-22.85059,-12.447226,-34.83845,-13.417427,-18.524467,-27.95706,-12.218325,-8.175464,-23.967176,happiness,h07 (1).wav
-349.07324,82.5241,-33.569786,-7.3825197,-19.375347,-17.31067,-37.11914,-6.5643773,-12.939303,-29.265368,-20.317924,-14.562232,-23.216217,happiness,h04 (2).wav
-354.1444,95.14074,-4.293459,16.370493,-0.96729624,0.44385865,-17.382612,2.1752424,-8.931375,-18.956478,-10.407907,-8.022787,-17.021885,sadness,s19 (5).wav
-325.00595,59.287167,-48.73731,12.813089,-12.605219,7.2536798,-16.96633,-13.528371,-6.0301814,-9.648498,-10.067738,2.0956948,-1.9577476,happiness,h20 (5).wav
-367.53302,66.27391,0.976761,16.151508,3.6465123,17.626339,-10.899359,3.0831087,4.084681,-1.2038794,-4.4784164,5.737837,-1.9100627,fear,f04 (6).wav
-301.1326,103.33121,1.4627374,46.941704,-0.25005835,22.60187,-5.8479214,-1.4096057,2.583614,-10.132603,-7.997013,-3.1480238,-8.712411,sadness,s14 (4).wav
-393.6912,104.17548,-16.72803,13.427012,-2.0293775,0.853173,-26.654213,1.2222942,-8.654212,-21.096231,-9.676739,-9.854201,-21.51766,sadness,s15 (5).wav
-314.64594,110.89471,-30.831797,19.220476,-25.575691,3.4694614,-15.693746,-10.107881,-12.471441,-12.979315,-16.539646,-9.913905,-5.89434,anger,a12 (3).wav
-323.03217,129.84354,-20.603687,-3.5100775,1.8892637,0.14874591,-33.529217,-6.844127,-8.511058,-31.590887,-11.398285,-15.715336,-16.423979,disgust,d19 (1).wav
-275.3894,124.5183,1.8902154,24.660265,8.015123,11.265061,-7.7343554,12.696077,-8.146621,-10.247141,-4.0254583,-1.9264685,-9.497664,sadness,s01 (5)a.wav
-286.05124,94.53904,-23.074348,14.296056,-12.071988,7.515261,-23.43344,-4.260594,-16.124722,-19.599949,-4.0564857,-1.7899046,-14.709339,fear,f07 (1).wav
-452.39645,66.06805,14.113537,22.022593,13.183661,17.948849,-1.7907315,8.698657,4.7459993,-0.26368442,1.9970634,5.5227847,1.4315295,sadness,s10 (6).wav
-327.24872,122.62924,-7.1414433,7.218732,-4.933898,12.999705,-24.245945,-19.526958,-15.837136,-32.908363,-25.428366,-14.191184,-12.344632,fear,f19 (2).wav
-336.4957,85.15614,-39.72876,0.9567044,-20.02063,-15.155609,-37.81239,-16.492964,-11.125351,-29.365433,-28.07198,-12.098721,-20.900496,fear,f04 (1).wav
-276.35373,126.26527,-4.540683,15.765137,-9.100506,12.86108,-29.856384,-14.307127,-21.437819,-23.967487,-15.774715,-13.354237,-7.276873,disgust,d05 (2).wav
-306.1832,104.62745,-24.325335,16.796946,-25.323828,2.7122881,-13.923416,-13.691167,-15.395748,-9.473945,-22.926886,-15.619378,-15.697312,disgust,d01 (4).wav
-286.6028,85.58116,-33.84944,17.561008,-32.552322,-2.676236,-13.604362,-13.079887,-17.728544,-12.744319,-22.393446,-19.094442,-9.304332,happiness,h12 (4).wav
-416.5044,71.306816,1.3097,12.837422,8.382445,15.220306,-12.991623,3.2125888,7.3123336,-2.8192625,-4.0793953,6.4517746,-1.7592456,happiness,h18 (6).wav
-290.7839,69.766235,-29.32567,6.5675077,-28.278368,1.8147144,-29.98883,-3.7392602,-16.384132,-22.04141,-22.806255,-18.788864,-17.95514,disgust,d11 (2).wav
-326.97018,105.42812,-17.563538,18.328426,-5.7712164,8.899348,-24.619467,-19.730478,-19.183014,-32.78451,-25.09124,-7.666393,-14.945871,disgust,d18 (2).wav
-322.96936,94.34015,-18.127415,0.6361048,-16.67233,1.3870023,-36.585693,-18.717813,-16.748442,-27.065104,-28.557617,-19.409405,-25.265087,fear,f09 (2).wav
-353.46436,101.39141,-20.756823,10.4448395,-11.950294,-0.76952034,-25.522339,-4.000257,-19.3554,-18.959358,-13.279851,-14.053546,-14.111058,fear,f01 (5).wav
-294.30014,98.06501,-28.137943,10.94877,-21.2912,-8.507393,-37.509117,-8.417093,-16.974607,-25.999634,-22.672081,-21.390863,-23.522247,fear,f09 (1).wav
-317.01233,80.17208,-18.135649,18.051144,-11.381788,3.3124123,-28.019297,-7.3012943,-11.103225,-21.78344,-18.284828,-14.033152,-17.801435,fear,f02 (1).wav
-294.9501,94.06002,-56.913097,3.6970105,-23.038395,-16.109167,-39.46426,-21.098448,-17.335697,-31.133135,-23.968334,-16.293013,-18.87478,happiness,h15 (2).wav
-436.14502,70.069954,10.229075,12.162368,7.8872247,17.021389,-6.858712,6.668929,6.7741346,1.4348598,-1.8475373,8.547653,0.23155713,happiness,h01 (6).wav
-470.914,74.088905,18.559128,22.835403,17.23466,17.688156,4.161582,11.746861,8.124255,-0.1894591,2.6037211,7.343794,4.127322,sadness,s12 (6).wav
-288.67908,119.75622,7.0457006,23.711138,-0.46187595,12.102548,-19.339308,10.567668,-11.568256,-11.847161,-6.2895193,-15.336997,-10.445842,sadness,s19 (2).wav
-405.04773,72.42958,-9.102197,-0.1817552,-0.70888925,9.001132,-16.724806,2.4075994,2.4969218,-10.333289,-10.355832,4.04609,-2.4674108,anger,a19 (6).wav
-279.7152,121.24337,-45.215363,-0.78891164,-8.688884,-2.5502856,-34.07068,-4.9757953,-19.19805,-23.307652,-8.503923,-13.986526,-21.004374,disgust,d14 (2).wav
-340.0454,86.45108,-26.770748,7.602453,-11.990585,-8.678094,-32.786415,-6.5700874,-13.21281,-30.566223,-17.746675,-11.18361,-14.148124,disgust,d04 (1).wav
-276.13156,90.94125,-40.38297,12.284861,-35.63046,-2.2071104,-20.493052,-18.40095,-10.475119,-13.782367,-21.973751,-17.284391,-11.070178,happiness,h13 (4).wav
-286.8829,76.90854,-23.232195,17.083683,-24.310059,-3.9881372,-24.17882,-3.067296,-2.7673075,-11.819778,-16.763563,-1.1790859,-16.223238,anger,a02 (2).wav
-308.7877,97.59923,-0.79338235,23.675623,-7.413056,-4.821891,-11.193979,7.975383,-15.051699,-16.84855,-1.17754,-12.105749,-16.840864,sadness,s07 (5).wav
-333.77017,71.285576,-33.388683,-5.4091296,-31.69479,-18.928923,-30.303837,-10.0361805,-10.795994,-23.556547,-23.938318,-11.854844,-18.472368,anger,a04 (2).wav
-338.48758,119.953445,-2.0230243,13.21553,7.920377,-0.8661857,-16.486044,-1.2378844,-14.551091,-14.709126,-17.1084,-19.250439,-7.3788404,disgust,d09 (1).wav
-453.7116,79.37264,12.389929,16.635563,13.385483,17.482218,-7.44017,5.317677,8.823994,-3.9766278,-1.0799416,4.1976204,-1.7835674,sadness,s09 (6).wav
-256.79398,86.37431,-54.169415,3.4489496,-30.627754,-5.676023,-43.711765,-13.551799,-21.0558,-21.8194,-20.427668,-12.070832,-20.580091,anger,a10 (2).wav
-398.27097,46.922394,7.1181197,17.160288,4.748045,14.301827,-5.191244,1.7108139,2.5319364,-2.1293986,-3.068465,5.35213,-2.109389,fear,f10 (6).wav
-452.86032,58.242275,-1.0462877,8.939469,7.9474864,11.530237,-9.122204,3.2991533,4.2622705,-3.1186655,-1.9500066,5.657806,-0.47011968,happiness,h12 (6).wav
-320.53503,105.95597,-11.49929,35.374424,-4.836613,19.294502,-1.4665141,-2.3850138,2.915779,-1.3830466,-8.672138,0.59291357,-5.3009286,sadness,s12 (4).wav
-290.96246,84.21291,-44.60931,5.802725,-18.11237,-16.290113,-30.217163,-8.079021,-18.196842,-24.11201,-16.280573,-6.6602116,-21.496798,happiness,h12 (1).wav
-328.3174,91.98833,-13.425624,31.629677,-23.018345,6.603305,-7.401233,-0.07478396,-1.959237,-8.590305,-23.5273,-10.570219,-3.263561,fear,f12 (4).wav
-330.5205,88.04098,-22.908333,9.817242,-8.582796,-9.127646,-36.462337,-2.779535,-5.3065405,-25.880219,-14.424617,-12.542036,-24.606117,anger,a09 (1).wav
-319.85422,110.077576,-36.372234,11.393418,0.74505544,5.3069124,-20.211403,-2.1371791,-8.010456,-9.629783,-10.123564,-3.1229296,-5.1297874,fear,f19 (5).wav
-326.28323,99.87816,-16.258453,8.513807,-29.610777,-10.656753,-36.203236,-6.9313574,-12.645292,-31.46369,-22.864037,-16.56648,-16.381643,anger,a05 (2).wav
-289.86212,89.55184,-30.915127,6.673719,-21.115324,-21.66457,-35.85091,-0.88441354,-17.901947,-23.811754,-16.149137,-14.116561,-22.442827,happiness,h15 (1).wav
-328.1854,94.40476,-5.38066,16.269417,-1.8981961,-3.6800287,-30.28882,-7.9463916,-21.725252,-30.163435,-18.346504,-16.26577,-19.783728,disgust,d17 (1).wav
-344.30203,85.37558,-13.607088,29.0474,-0.34135532,-6.564714,-26.463915,4.4834223,-10.868447,-21.296305,-7.3347173,-15.07812,-13.463302,sadness,s02 (5)b.wav
-351.3531,169.3481,5.2795486,28.67544,2.9612288,-2.5074675,21.990618,-6.37325,-10.493036,-0.15791275,-16.809547,-1.8380796,1.4353046,sadness,s07 (3).wav
-429.6293,53.35464,-12.954136,-1.029458,-0.16433197,10.0952215,-10.725583,2.296757,1.6596001,-2.437755,-4.2528434,2.8581703,-1.8697001,anger,a07 (6).wav
-296.74118,90.698654,-13.872433,30.932762,-3.473789,30.64786,-2.9931934,-10.397622,-10.845867,-15.476249,-17.033531,-5.862586,2.487618,happiness,h10 (3).wav
-285.44547,69.27379,-45.05895,7.379971,-29.422005,-12.627977,-36.98207,-19.657255,-19.63869,-32.145,-37.647995,-15.779205,-20.345432,fear,f04 (2).wav
-355.46887,109.09286,25.411755,57.07222,9.07613,20.14816,-3.7193923,-2.159453,-7.962691,-11.610847,-2.5214314,4.929795,-1.8749374,sadness,s16 (3).wav
-382.5145,87.85728,3.7937925,9.658127,-2.1993427,13.210588,-16.37184,1.7625583,7.1724033,-7.80484,-9.961734,6.937123,-4.6276774,fear,f06 (6).wav
-439.23343,61.925716,3.3543363,12.794187,7.163718,10.51548,-7.719,3.7770483,4.2012877,-1.3979378,-0.8534309,6.384015,-1.3834491,happiness,h03 (6).wav
-278.3346,95.45795,-5.0201774,34.299652,-8.736279,16.734531,-19.563225,-11.084473,-2.7052712,-3.1378417,-20.341671,-21.027851,-15.178377,happiness,h04 (3).wav
-307.28748,93.30982,-30.917088,18.852678,-19.02402,6.93529,-18.556381,-15.206061,-12.763793,-12.484182,-15.279847,-21.122326,-16.075447,happiness,h09 (4).wav
-353.3308,114.48584,-17.884184,-1.7337675,-14.827598,-1.7267348,-30.490093,-0.1654783,-12.202166,-23.887363,-14.67987,-13.002727,-16.050142,disgust,d06 (1).wav
-300.7357,95.130875,-33.670647,17.82975,-3.4992535,5.020593,-13.430819,-10.444124,-10.909591,-2.038014,-7.3979893,4.886609,-3.795221,disgust,d01 (5)b.wav
-329.0914,81.05763,-5.558667,44.943855,-5.2338405,19.620367,5.724709,9.50393,-10.223324,-5.327321,-7.2096233,-5.8524637,-2.327752,fear,f12 (3).wav
-307.5919,99.64144,-11.095662,23.790058,-8.738064,0.9422932,-17.282375,-0.051293157,-10.904051,-12.5676565,-13.287743,-7.9273133,-12.674903,fear,f18 (1).wav
-304.04382,91.84453,-40.38286,14.807587,-26.819008,2.4187853,-21.039486,-17.384953,-14.029154,-14.389866,-23.051079,-18.566462,-13.266506,happiness,h15 (4).wav
-359.60272,125.864944,-3.5651138,14.452396,5.3336835,7.044592,-12.798882,-19.331263,-17.251144,-13.106223,-12.593891,-13.300872,-6.5936747,disgust,d09 (3).wav
-270.87418,121.83056,-32.501873,0.5307959,-31.148571,1.2400935,-25.457243,-3.795993,-6.829387,-22.436916,-14.12981,-3.3323927,-10.361066,anger,a06 (2).wav
-362.07513,90.14551,-45.839657,3.9451697,0.23018935,-8.763428,-10.675739,2.2903163,-3.6000855,-15.446736,-8.360994,-1.9291803,-11.728879,anger,a19 (5).wav
-455.23584,58.695175,0.8345637,13.009523,8.122816,8.82613,-10.445485,3.3372629,5.923358,0.9679417,-3.4764102,4.9831448,0.8787645,anger,a04 (6).wav
-329.75748,104.79181,0.61689645,13.296812,-13.524893,-1.4772156,-25.925972,-10.904247,-9.837441,-27.151146,-22.080032,-13.948171,-14.091834,disgust,d09 (2).wav
-314.51944,97.93104,-8.744357,32.790577,-38.956753,-10.56425,-23.72912,-16.609262,-3.355511,-15.801284,-27.05336,-18.86531,-15.869588,fear,f13 (3).wav
-388.11005,49.5826,-1.046894,21.342712,3.4828792,14.104589,-6.1984153,4.9568744,4.2636824,1.2522618,-4.047672,2.8388994,0.14516798,anger,a11 (6).wav
-287.9098,94.78927,-36.473892,35.019997,-11.870915,16.451591,-13.942543,-6.921692,-9.842715,-1.4954374,-17.351866,-12.145246,-2.6118298,anger,a10 (3).wav
-354.45618,121.180016,26.232258,46.136707,4.006354,18.613012,1.4840866,-5.7931557,-8.4033785,-5.1913166,-13.735486,-10.099958,-9.7118635,fear,f14 (3).wav
-326.66705,112.894424,0.56579006,19.266836,7.1591406,26.055325,-4.1325045,-18.376766,-18.583591,-13.76162,-18.7172,-16.142859,-4.9927583,disgust,d17 (3).wav
-420.59586,54.750343,-0.7630576,11.358739,1.6992098,7.8317347,-11.286014,3.5281796,2.0936658,0.5190218,-2.9982543,3.9005282,-0.46276537,anger,a03 (6).wav
-277.28598,93.30917,-7.640225,29.587944,-24.058838,6.698079,-7.9485707,-15.014099,-11.123724,-19.965656,-24.222399,-23.468773,-14.816453,fear,f10 (4).wav
-272.14774,74.22208,-27.86573,20.711742,-27.763792,1.0702974,-26.126062,-15.004137,-15.153113,-25.043701,-31.708153,-8.025264,-20.387024,fear,f03 (2).wav
-300.39514,66.57078,-14.397736,45.615337,-15.513729,12.635102,-10.214098,-3.3344884,1.0572002,-14.049452,-17.826687,-16.598434,-7.7272964,fear,f11 (4).wav
-316.8967,98.10459,-1.9665858,39.99848,-1.4278767,19.185503,-7.2852097,-2.864363,0.312847,-2.77417,-1.72636,-5.157295,-9.313036,sadness,s16 (4).wav
-280.16248,106.64116,-16.1675,23.21863,-5.370956,9.883536,-17.942934,-4.0622196,-16.188606,-21.885084,-12.068735,-5.4014606,-6.099399,disgust,d12 (1).wav
-357.68106,66.39536,10.740681,15.122389,-6.947486,5.7485485,-10.244392,3.2649405,2.6650581,-6.413882,-8.346768,5.6031904,-4.3349595,fear,f13 (6).wav
-310.81772,93.11772,-10.14095,24.562763,3.2631388,-1.7438613,-22.458973,4.555186,-11.204675,-18.467482,-9.146185,-12.034519,-14.333588,sadness,s08 (5).wav
-411.7002,75.313446,8.470857,16.861732,11.092723,16.95875,-9.888149,2.3994489,7.084672,-2.0951362,-5.7089205,6.3328676,-1.6397513,fear,f05 (6).wav
-289.51852,96.337265,-26.083681,27.466995,-20.357084,3.259572,-22.738506,-14.566703,-11.325804,-8.655695,-17.579386,-9.911658,-16.700079,anger,a16 (4).wav
-332.1767,86.06867,-5.436888,16.453495,5.66373,22.701893,-4.7444687,-16.86576,-24.845156,-19.478884,-19.63957,-12.467931,-3.8343844,disgust,d10 (3).wav
-271.85995,100.04492,-8.658821,12.408716,-23.348572,-6.0851493,-28.00419,-9.563864,-12.813222,-20.854923,-20.349182,-15.339225,-21.501907,fear,f16 (1).wav
-319.74966,89.21108,-24.491873,14.253067,-20.41251,7.2465744,-16.711718,-13.469076,-10.840531,-15.370168,-24.479635,-16.084618,-15.774998,fear,f15 (4).wav
-302.1889,83.27359,-20.036247,26.54642,-12.906241,11.013211,-6.9869933,0.011222874,-6.538905,-5.06,-7.6206675,4.286931,-1.23196,fear,f12 (5).wav
-408.35382,71.162766,3.655639,10.145592,0.6450342,9.990051,-11.973956,2.3719382,2.8818946,-0.2496293,-6.6704397,3.6234815,-1.7805316,anger,a01 (6).wav
-284.34216,84.35869,-36.184113,26.249279,-28.662704,4.150353,-21.284357,-17.175238,-10.943373,-14.460934,-20.185495,-16.093992,-6.5750513,anger,a08 (3).wav
-366.58588,108.048386,4.4139643,22.151167,-3.4553158,21.158276,-14.054263,-8.991477,0.77283293,-9.577175,-15.855199,-2.228155,-15.842623,sadness,s10 (5).wav
-313.5699,103.38116,-6.5991836,25.102034,-28.089516,0.9072541,-19.082651,-16.067266,-11.187414,-14.737126,-21.983335,-28.300926,-15.005851,happiness,h05 (4).wav
-340.13654,105.575165,-46.42464,-5.7889786,-1.7270426,-11.366468,-41.589924,-16.348097,-14.166102,-39.162125,-31.032187,-7.1419387,-20.434017,happiness,h04 (1).wav
-345.98206,70.76551,-35.93494,14.459862,-8.108867,-3.8722382,-13.903643,3.1854355,-5.936173,-9.818937,-5.311972,-0.9132755,-10.254729,anger,a03 (5).wav
-431.56058,64.960396,-2.5162265,7.1509314,5.1513586,12.489142,-13.111364,3.7648094,3.7492378,-3.9673958,-3.6501334,6.57007,-0.53512126,anger,a08 (6).wav
-275.38425,97.699615,-3.9708028,48.51523,0.18233119,27.19195,-8.630124,-1.2476344,6.418032,-3.3076634,-4.261225,-6.6691947,-9.29651,sadness,s17 (4).wav
-284.5312,104.16725,-15.701757,24.17132,-9.002319,1.4601184,-17.192707,6.1847444,-16.61133,-20.55715,-9.657454,-8.931323,-12.485293,sadness,s18 (1).wav
-286.55246,118.74021,-25.84763,20.624996,-28.50524,15.193023,-16.625254,-12.083715,-6.472505,-14.872097,-18.501776,-11.063104,-11.921403,anger,a01 (4).wav
-427.1287,80.27848,13.54776,19.10888,15.392507,19.194027,-2.7717738,7.137313,9.533935,-1.6999048,0.67943716,6.0016026,0.29130486,sadness,s15 (6).wav
-294.44223,94.63886,-37.00889,-5.0040975,-17.420614,-5.3156166,-39.661587,-12.869046,-18.872786,-23.054346,-20.02636,-13.044886,-16.932625,happiness,h14 (2).wav
-334.4074,133.5,-13.763193,-15.27763,-16.786482,2.6045165,-38.326496,-15.304204,-2.380797,-21.50937,-25.15624,-16.019327,-12.06098,happiness,h01 (2).wav
-328.4985,106.45156,-2.7037187,22.281189,-25.299936,10.25969,-8.78762,-12.265698,-0.90350366,-11.590661,-20.617718,-14.46659,0.1109496,happiness,h13 (3).wav
-312.8939,61.499447,-33.055885,42.58523,-5.2106752,11.806438,-17.409882,-1.2172834,-19.017992,-21.02662,-13.662753,-10.471827,-16.45576,fear,f11 (01).wav
-365.54803,86.415,0.5937904,14.006503,9.662839,12.821672,-19.026941,0.962117,0.8539129,-4.256476,-13.133096,-3.4970777,-8.382563,disgust,d17 (6).wav
-288.69296,139.99217,-7.38559,20.444784,-8.905662,25.351212,-14.022656,-13.037153,0.14940053,-5.6822867,-14.831102,-15.810271,-7.164525,anger,a05 (3).wav
-305.3935,120.818924,6.1572647,32.46,-13.543457,17.769855,4.6584992,-1.6515573,-8.113225,-4.189763,-11.5923605,-9.251337,-3.433554,sadness,s12 (3).wav
-328.39236,89.78573,-22.630428,28.196877,-10.661417,11.952872,-13.50606,-14.807198,-5.5171905,-13.110359,-14.896799,-17.069218,-14.030314,fear,f04 (4).wav
-311.4509,109.54627,-34.856464,9.894716,-12.216333,-8.521165,-32.50193,-5.6277275,-4.7244616,-19.39569,-12.916426,-11.477424,-17.16581,anger,a09 (2).wav
-316.47372,88.05209,-12.199825,27.517912,-13.3668,-0.65716827,-8.395675,-8.646218,-16.632048,-22.055979,-23.764774,-9.604559,-12.627044,disgust,d18 (4).wav
-323.30222,105.21479,-38.887947,9.161727,-14.819006,2.7629988,-27.341894,-3.1480691,-5.174464,-23.878555,-8.544587,-7.746809,-19.73013,anger,a07 (1).wav
-347.98032,111.96695,-2.9772737,12.500615,-21.06458,-0.7860713,-4.257251,-8.589187,-12.197035,-14.072942,-15.252453,-8.641184,-15.197458,disgust,d06 (4).wav
-348.29004,75.69667,-53.224934,-6.7478037,-22.355,-4.9306464,-32.23426,-17.268106,-20.020319,-20.272541,-15.590181,-8.299116,-8.988242,disgust,d20 (1).wav
-359.37817,95.39985,13.373359,26.094831,-4.813631,-1.5891947,-13.732719,2.157287,-15.031224,-13.371213,0.19890861,-10.706133,-20.222092,sadness,s16 (5).wav
-293.29007,103.51122,-29.17828,28.219954,-12.433618,2.9049714,-11.246286,-20.97455,-12.295488,-15.411644,-18.223658,-20.80412,-19.678585,disgust,d09 (4).wav
-374.45584,98.45721,-9.856223,19.195377,-1.0184271,-0.4457493,-26.444195,-6.1984596,-5.0899405,-16.828896,-11.485622,-12.163169,-17.006266,sadness,s04 (1).wav
-337.113,79.65197,-35.100094,7.1351643,-11.976083,-1.1657479,-19.97103,-1.8511324,-10.615467,-15.160889,-9.924834,-3.8083754,-4.305576,fear,f18 (5)b.wav
-307.89343,107.34939,-38.085247,17.295242,-9.525556,-5.804338,-8.829238,-10.881692,-16.577065,-9.395846,-12.300039,6.2589474,-1.386701,disgust,d12 (5).wav
-329.10233,108.91912,-15.64331,17.96914,4.2776885,-2.0873241,-29.057995,0.23861516,-14.351836,-21.055143,-9.364965,-21.017502,-12.863154,sadness,s04 (5)b.wav
-332.21576,123.4684,12.312558,66.8456,5.1991415,25.367764,5.308289,-1.490852,0.78120345,-8.068858,-6.0138574,-13.484931,-11.658112,sadness,s17 (3).wav
-332.70435,123.23781,4.073074,12.079801,-11.678691,4.979606,-26.040081,4.624995,-6.175662,-16.13624,-2.849762,-6.5814967,-12.827836,sadness,s06 (1).wav
-321.90482,97.743675,-41.91648,0.94465464,-21.845753,-5.3920426,-28.791574,-3.7186763,-8.434877,-16.746029,-11.5647745,-11.034535,-20.828552,anger,a12 (1).wav
-277.02054,96.94055,-12.613212,27.36648,-13.209347,-3.858706,-25.285717,1.0330088,-14.858536,-15.130417,-8.754617,-13.341061,-21.043118,fear,f14 (1).wav
-327.833,104.938965,2.209217,13.357108,-8.077795,3.6578054,-16.67332,-7.8547063,-12.568865,-15.74502,-23.525684,-17.16704,-9.101,disgust,d08 (3).wav
-276.68408,92.20169,-22.53424,43.19357,-8.839652,22.980114,-8.3950405,-17.291954,-11.428269,0.0762049,-10.510895,-12.520442,-16.38363,fear,f20 (4).wav
-281.54846,150.39452,-5.3334064,13.454838,-10.2546835,12.199723,3.7181234,-6.845249,-15.552003,-5.176441,-11.073883,-13.448175,4.0434422,disgust,d07 (3).wav
